state,state_fips,zip_code,brnd_name,gnrc_name,totl_day_sply,totl_drg_cost
IA,19,"50022",Trintellix,"Vortioxetine Hydrobromide",818,11403.4
NY,36,"11758",Trintellix,"Vortioxetine Hydrobromide",570,7515.97
KY,21,"42101",Trintellix,"Vortioxetine Hydrobromide",420,5924.01
OR,41,"97402",Trintellix,"Vortioxetine Hydrobromide",1180,16023.92
FL,12,"33411",Trintellix,"Vortioxetine Hydrobromide",2490,34204.43
OH,39,"44094",Trintellix,"Vortioxetine Hydrobromide",540,7468.64
NY,36,"11542",Trintellix,"Vortioxetine Hydrobromide",930,12550.73
MI,26,"48192",Trintellix,"Vortioxetine Hydrobromide",750,9633.71
NY,36,"11373",Trintellix,"Vortioxetine Hydrobromide",1170,15885.31
OR,41,"97225",Trintellix,"Vortioxetine Hydrobromide",540,7044.23
VT,50,"05043",Trintellix,"Vortioxetine Hydrobromide",782,8044.56
CA,06,"91006",Trintellix,"Vortioxetine Hydrobromide",6169,81250.58
MD,24,"20815",Trintellix,"Vortioxetine Hydrobromide",939,13240.48
MO,29,"64803",Trintellix,"Vortioxetine Hydrobromide",330,4364.8
UT,49,"84501",Trintellix,"Vortioxetine Hydrobromide",473,6552.31
GA,13,"30236",Trintellix,"Vortioxetine Hydrobromide",750,9936.09
KS,20,"64152",Trintellix,"Vortioxetine Hydrobromide",510,7016.27
NC,37,"27705",Trintellix,"Vortioxetine Hydrobromide",360,6251.67
CA,06,"92845",Trintellix,"Vortioxetine Hydrobromide",600,8176.86
KY,21,"42431",Trintellix,"Vortioxetine Hydrobromide",798,10547.11
UT,49,"84106",Trintellix,"Vortioxetine Hydrobromide",720,10492.94
NJ,34,"07834",Trintellix,"Vortioxetine Hydrobromide",500,7064.09
FL,12,"33180",Trintellix,"Vortioxetine Hydrobromide",1830,24623.97
FL,12,"34434",Trintellix,"Vortioxetine Hydrobromide",450,6186.3
VA,51,"20152",Trintellix,"Vortioxetine Hydrobromide",610,8152.16
NY,36,"14618",Trintellix,"Vortioxetine Hydrobromide",767,10839.04
LA,22,"70546",Trintellix,"Vortioxetine Hydrobromide",540,7255.62
MO,29,"63131",Trintellix,"Vortioxetine Hydrobromide",292,8989.85
TX,48,"78703",Trintellix,"Vortioxetine Hydrobromide",630,8755.69
OH,39,"44505",Trintellix,"Vortioxetine Hydrobromide",720,9006.61
FL,12,"32113",Trintellix,"Vortioxetine Hydrobromide",540,7622.27
CA,06,"94303",Trintellix,"Vortioxetine Hydrobromide",420,11287.36
GA,13,"30041",Trintellix,"Vortioxetine Hydrobromide",1470,19504.3
VA,51,"22031",Trintellix,"Vortioxetine Hydrobromide",330,4381.96
VA,51,"22180",Trintellix,"Vortioxetine Hydrobromide",417,5912.64
NH,33,"03801",Trintellix,"Vortioxetine Hydrobromide",960,12522.17
MO,29,"63128",Trintellix,"Vortioxetine Hydrobromide",330,4315.79
NJ,34,"08755",Trintellix,"Vortioxetine Hydrobromide",660,8801.9
OH,39,"44646",Trintellix,"Vortioxetine Hydrobromide",855,9694.73
LA,22,"70808",Trintellix,"Vortioxetine Hydrobromide",802,10899.27
TX,48,"78627",Trintellix,"Vortioxetine Hydrobromide",1018,24000.88
CA,06,"94403",Trintellix,"Vortioxetine Hydrobromide",2181,28844.39
LA,22,"70072",Trintellix,"Vortioxetine Hydrobromide",360,5084.34
TX,48,"78501",Trintellix,"Vortioxetine Hydrobromide",870,11941.67
LA,22,"70005",Trintellix,"Vortioxetine Hydrobromide",720,10046.76
NM,35,"88260",Trintellix,"Vortioxetine Hydrobromide",930,13023.61
KY,21,"42102",Trintellix,"Vortioxetine Hydrobromide",706,9788.42
SC,45,"29601",Trintellix,"Vortioxetine Hydrobromide",960,13377.66
TN,47,"37917",Trintellix,"Vortioxetine Hydrobromide",1810,25623.56
PA,42,"17003",Trintellix,"Vortioxetine Hydrobromide",420,5834.02
CT,09,"06840",Trintellix,"Vortioxetine Hydrobromide",2010,26372.11
IN,18,"46804",Trintellix,"Vortioxetine Hydrobromide",1490,21320.72
OH,39,"43311",Trintellix,"Vortioxetine Hydrobromide",394,5359.41
IN,18,"46060",Trintellix,"Vortioxetine Hydrobromide",2700,37101.74
WA,53,"98684",Trintellix,"Vortioxetine Hydrobromide",1170,15241.8
PA,42,"15236",Trintellix,"Vortioxetine Hydrobromide",404,5606.02
AL,01,"37211",Trintellix,"Vortioxetine Hydrobromide",760,10433.52
NY,36,"13323",Trintellix,"Vortioxetine Hydrobromide",330,4402.64
MO,29,"63933",Trintellix,"Vortioxetine Hydrobromide",780,10816.84
NE,31,"68602",Trintellix,"Vortioxetine Hydrobromide",904,12553.82
PA,42,"19147",Trintellix,"Vortioxetine Hydrobromide",360,4751.4
TX,48,"77551",Trintellix,"Vortioxetine Hydrobromide",330,4351.6
FL,12,"33904",Trintellix,"Vortioxetine Hydrobromide",915,12716.9
PA,42,"18360",Trintellix,"Vortioxetine Hydrobromide",450,6311.88
CA,06,"95604",Trintellix,"Vortioxetine Hydrobromide",960,12411.49
NY,36,"11746",Trintellix,"Vortioxetine Hydrobromide",750,10335.39
AL,01,"35501",Trintellix,"Vortioxetine Hydrobromide",330,4299.46
IL,17,"60914",Trintellix,"Vortioxetine Hydrobromide",1395,19318.07
NE,31,"68516",Trintellix,"Vortioxetine Hydrobromide",2893,40976
SC,45,"29502",Trintellix,"Vortioxetine Hydrobromide",311,4226.47
NY,36,"11783",Trintellix,"Vortioxetine Hydrobromide",510,6844.18
WV,54,"26041",Trintellix,"Vortioxetine Hydrobromide",375,5202.11
IN,18,"15251",Trintellix,"Vortioxetine Hydrobromide",262,3818.37
TN,47,"38340",Trintellix,"Vortioxetine Hydrobromide",316,4114.66
WA,53,"98632",Trintellix,"Vortioxetine Hydrobromide",1312,19810.06
MN,27,"56401",Trintellix,"Vortioxetine Hydrobromide",795,11256.18
VA,51,"23666",Trintellix,"Vortioxetine Hydrobromide",390,5468.81
ID,16,"83440",Trintellix,"Vortioxetine Hydrobromide",720,10312.34
TN,47,"38201",Trintellix,"Vortioxetine Hydrobromide",630,8849.38
KY,21,"42301",Trintellix,"Vortioxetine Hydrobromide",480,6773.68
OH,39,"43123",Trintellix,"Vortioxetine Hydrobromide",390,5173.56
SC,45,"29615",Trintellix,"Vortioxetine Hydrobromide",1029,14357.99
WI,55,"53225",Trintellix,"Vortioxetine Hydrobromide",360,4878.84
MT,30,"59047",Trintellix,"Vortioxetine Hydrobromide",375,5241.62
AR,05,"72762",Trintellix,"Vortioxetine Hydrobromide",930,16749.6
PA,42,"18104",Trintellix,"Vortioxetine Hydrobromide",1200,16653.92
TX,48,"77566",Trintellix,"Vortioxetine Hydrobromide",628,9588.86
CO,08,"80045",Trintellix,"Vortioxetine Hydrobromide",540,7647.27
TX,48,"77054",Trintellix,"Vortioxetine Hydrobromide",600,8417.3
TN,47,"37064",Trintellix,"Vortioxetine Hydrobromide",2103,29185.05
CA,06,"90020",Trintellix,"Vortioxetine Hydrobromide",6090,84425.28
CO,08,"80042",Trintellix,"Vortioxetine Hydrobromide",771,13311.3
WY,56,"82601",Trintellix,"Vortioxetine Hydrobromide",931,18246.32
MO,29,"35233",Trintellix,"Vortioxetine Hydrobromide",355,4832.86
OH,39,"78550",Trintellix,"Vortioxetine Hydrobromide",1170,16172.3
KY,21,"47122",Trintellix,"Vortioxetine Hydrobromide",510,7104.89
GA,13,"30286",Trintellix,"Vortioxetine Hydrobromide",570,8026.17
PA,42,"19096",Trintellix,"Vortioxetine Hydrobromide",480,6072.68
NC,37,"28036",Trintellix,"Vortioxetine Hydrobromide",1260,16873.57
NY,36,"13421",Trintellix,"Vortioxetine Hydrobromide",360,4964.28
VA,51,"23606",Trintellix,"Vortioxetine Hydrobromide",810,11129.39
IA,19,"50305",Trintellix,"Vortioxetine Hydrobromide",810,11036.07
CT,09,"06351",Trintellix,"Vortioxetine Hydrobromide",450,5591.67
IN,18,"47362",Trintellix,"Vortioxetine Hydrobromide",420,5710
CT,09,"06074",Trintellix,"Vortioxetine Hydrobromide",330,4672.7
MN,27,"55112",Trintellix,"Vortioxetine Hydrobromide",540,7059.98
MS,28,"39359",Trintellix,"Vortioxetine Hydrobromide",720,10046.09
AR,05,"72762",Trintellix,"Vortioxetine Hydrobromide",660,10439.96
MO,29,"65212",Trintellix,"Vortioxetine Hydrobromide",457,6471.64
NY,36,"11220",Trintellix,"Vortioxetine Hydrobromide",900,12500
OH,39,"44004",Trintellix,"Vortioxetine Hydrobromide",1604,22310.31
NY,36,"14224",Trintellix,"Vortioxetine Hydrobromide",793,10232.87
IA,19,"51031",Trintellix,"Vortioxetine Hydrobromide",390,5434.45
IN,18,"46805",Trintellix,"Vortioxetine Hydrobromide",1284,17916.04
OH,39,"43920",Trintellix,"Vortioxetine Hydrobromide",360,4935.94
CT,09,"06437",Trintellix,"Vortioxetine Hydrobromide",4256,57504.94
TX,48,"76450",Trintellix,"Vortioxetine Hydrobromide",660,8937.94
PA,42,"15074",Trintellix,"Vortioxetine Hydrobromide",2958,39433.36
VA,51,"22903",Trintellix,"Vortioxetine Hydrobromide",2460,33389.68
NJ,34,"08736",Trintellix,"Vortioxetine Hydrobromide",630,8128.83
MI,26,"49684",Trintellix,"Vortioxetine Hydrobromide",424,6408.74
CA,06,"90024",Trintellix,"Vortioxetine Hydrobromide",330,4577.54
NJ,34,"07860",Trintellix,"Vortioxetine Hydrobromide",1860,30392.7
PA,42,"17866",Trintellix,"Vortioxetine Hydrobromide",1080,14032.28
MN,27,"55425",Trintellix,"Vortioxetine Hydrobromide",1984,27176.83
MO,29,"64024",Trintellix,"Vortioxetine Hydrobromide",588,8506.26
NE,31,"68124",Trintellix,"Vortioxetine Hydrobromide",704,10007.64
VA,51,"24641",Trintellix,"Vortioxetine Hydrobromide",900,12429.72
GA,13,"30350",Trintellix,"Vortioxetine Hydrobromide",1080,14762.04
NE,31,"68845",Trintellix,"Vortioxetine Hydrobromide",450,6321.78
OK,40,"73533",Trintellix,"Vortioxetine Hydrobromide",887,12279.9
MO,29,"63136",Trintellix,"Vortioxetine Hydrobromide",870,11627.22
IA,19,"50314",Trintellix,"Vortioxetine Hydrobromide",1320,17894.4
MD,24,"21601",Trintellix,"Vortioxetine Hydrobromide",434,6054.75
CA,06,"91913",Trintellix,"Vortioxetine Hydrobromide",322,3869.54
OH,39,"45249",Trintellix,"Vortioxetine Hydrobromide",360,5275.4
NY,36,"12212",Trintellix,"Vortioxetine Hydrobromide",780,10127.83
GA,13,"30240",Trintellix,"Vortioxetine Hydrobromide",810,10974.74
TN,47,"37620",Trintellix,"Vortioxetine Hydrobromide",720,10151.44
TX,48,"78676",Trintellix,"Vortioxetine Hydrobromide",824,17576.26
GA,13,"30161",Trintellix,"Vortioxetine Hydrobromide",750,9987.17
WA,53,"98902",Trintellix,"Vortioxetine Hydrobromide",330,4658.39
CO,08,"81505",Trintellix,"Vortioxetine Hydrobromide",1170,16176.3
OH,39,"45219",Trintellix,"Vortioxetine Hydrobromide",420,5735.48
KY,21,"40202",Trintellix,"Vortioxetine Hydrobromide",1020,13598.31
MN,27,"55387",Trintellix,"Vortioxetine Hydrobromide",1500,21434.47
WA,53,"98065",Trintellix,"Vortioxetine Hydrobromide",320,4254.46
PA,42,"15215",Trintellix,"Vortioxetine Hydrobromide",630,8559.74
OH,39,"44313",Trintellix,"Vortioxetine Hydrobromide",999,13770.54
OH,39,"44333",Trintellix,"Vortioxetine Hydrobromide",162,4559.44
FL,12,"33881",Trintellix,"Vortioxetine Hydrobromide",750,10482.98
CA,06,"90027",Trintellix,"Vortioxetine Hydrobromide",225,3252.77
NY,36,"11231",Trintellix,"Vortioxetine Hydrobromide",2270,30480.81
TX,48,"79070",Trintellix,"Vortioxetine Hydrobromide",540,7399.71
CT,09,"06810",Trintellix,"Vortioxetine Hydrobromide",360,4905.88
TX,48,"78572",Trintellix,"Vortioxetine Hydrobromide",851,10977.21
CT,09,"06824",Trintellix,"Vortioxetine Hydrobromide",390,5327.21
NY,36,"14642",Trintellix,"Vortioxetine Hydrobromide",510,6453.43
PR,72,"00936",Trintellix,"Vortioxetine Hydrobromide",450,6263.94
TX,48,"76801",Trintellix,"Vortioxetine Hydrobromide",578,8244.84
TX,48,"77030",Trintellix,"Vortioxetine Hydrobromide",761,9701.27
IN,18,"46219",Trintellix,"Vortioxetine Hydrobromide",1380,18288.07
MI,26,"48146",Trintellix,"Vortioxetine Hydrobromide",480,6516.23
WY,56,"82301",Trintellix,"Vortioxetine Hydrobromide",900,12435.65
NY,36,"13619",Trintellix,"Vortioxetine Hydrobromide",870,11941.38
FL,12,"32348",Trintellix,"Vortioxetine Hydrobromide",900,12601.55
IN,18,"46260",Trintellix,"Vortioxetine Hydrobromide",480,6600.38
TX,48,"78705",Trintellix,"Vortioxetine Hydrobromide",360,5061.74
CA,06,"91730",Trintellix,"Vortioxetine Hydrobromide",330,4349.47
SC,45,"30374",Trintellix,"Vortioxetine Hydrobromide",390,5485.23
VA,51,"24354",Trintellix,"Vortioxetine Hydrobromide",1120,14780.85
MS,28,"39429",Trintellix,"Vortioxetine Hydrobromide",502,7103.24
GA,13,"30124",Trintellix,"Vortioxetine Hydrobromide",990,13974.6
FL,12,"32405",Trintellix,"Vortioxetine Hydrobromide",1957,26912.7
MO,29,"64015",Trintellix,"Vortioxetine Hydrobromide",420,5838.5
VA,51,"23116",Trintellix,"Vortioxetine Hydrobromide",2212,29999.8
CA,06,"92673",Trintellix,"Vortioxetine Hydrobromide",2490,34975.01
TX,48,"76384",Trintellix,"Vortioxetine Hydrobromide",285,4119.08
FL,12,"33134",Trintellix,"Vortioxetine Hydrobromide",6775,93173.44
CA,06,"91205",Trintellix,"Vortioxetine Hydrobromide",6180,86338.86
NY,36,"10530",Trintellix,"Vortioxetine Hydrobromide",1020,13492.37
MS,28,"39648",Trintellix,"Vortioxetine Hydrobromide",358,7430.27
NY,36,"11901",Trintellix,"Vortioxetine Hydrobromide",960,12617.3
CA,06,"92369",Trintellix,"Vortioxetine Hydrobromide",429,5604.96
TX,48,"75093",Trintellix,"Vortioxetine Hydrobromide",644,9002.53
AL,01,"35150",Trintellix,"Vortioxetine Hydrobromide",1679,23706.68
CA,06,"93314",Trintellix,"Vortioxetine Hydrobromide",540,7667.44
CA,06,"92037",Trintellix,"Vortioxetine Hydrobromide",690,8414.99
NY,36,"10021",Trintellix,"Vortioxetine Hydrobromide",390,4618.94
NY,36,"11790",Trintellix,"Vortioxetine Hydrobromide",1328,18833.76
CA,06,"93539",Trintellix,"Vortioxetine Hydrobromide",1080,14736.34
MN,27,"55792",Trintellix,"Vortioxetine Hydrobromide",1186,16464.92
AR,05,"72554",Trintellix,"Vortioxetine Hydrobromide",420,5928.22
TN,47,"37130",Trintellix,"Vortioxetine Hydrobromide",8557,118801.47
NY,36,"10583",Trintellix,"Vortioxetine Hydrobromide",660,9377.69
NY,36,"11354",Trintellix,"Vortioxetine Hydrobromide",1290,17700.81
OH,39,"44240",Trintellix,"Vortioxetine Hydrobromide",1327,18224.3
CO,08,"81625",Trintellix,"Vortioxetine Hydrobromide",360,5110.92
OH,39,"43210",Trintellix,"Vortioxetine Hydrobromide",704,10013.02
PA,42,"15417",Trintellix,"Vortioxetine Hydrobromide",3060,39862.7
IL,17,"62201",Trintellix,"Vortioxetine Hydrobromide",1020,14123.71
MO,29,"64131",Trintellix,"Vortioxetine Hydrobromide",592,8392.99
MA,25,"02780",Trintellix,"Vortioxetine Hydrobromide",822,11533.23
VA,51,"22815",Trintellix,"Vortioxetine Hydrobromide",1226,16994.01
MI,26,"48033",Trintellix,"Vortioxetine Hydrobromide",960,13122.24
CA,06,"94115",Trintellix,"Vortioxetine Hydrobromide",1470,20086.43
OH,39,"45242",Trintellix,"Vortioxetine Hydrobromide",540,7292.78
NJ,34,"08210",Trintellix,"Vortioxetine Hydrobromide",640,10402.93
GA,13,"30214",Trintellix,"Vortioxetine Hydrobromide",1020,14309.19
CA,06,"92009",Trintellix,"Vortioxetine Hydrobromide",360,5076.7
NJ,34,"08360",Trintellix,"Vortioxetine Hydrobromide",322,4658.19
FL,12,"33410",Trintellix,"Vortioxetine Hydrobromide",420,5799.46
TX,48,"76107",Trintellix,"Vortioxetine Hydrobromide",420,5918.21
NY,36,"10001",Trintellix,"Vortioxetine Hydrobromide",660,9244.04
CA,06,"93727",Trintellix,"Vortioxetine Hydrobromide",750,10581.93
NY,36,"14221",Trintellix,"Vortioxetine Hydrobromide",750,9819.5
NY,36,"11214",Trintellix,"Vortioxetine Hydrobromide",1080,14679.95
KS,20,"64141",Trintellix,"Vortioxetine Hydrobromide",600,8494.6
CA,06,"90403",Trintellix,"Vortioxetine Hydrobromide",1124,14699.14
IN,18,"46052",Trintellix,"Vortioxetine Hydrobromide",585,8435.42
IL,17,"62902",Trintellix,"Vortioxetine Hydrobromide",360,5168.06
TX,48,"76448",Trintellix,"Vortioxetine Hydrobromide",383,5300.35
CA,06,"90024",Trintellix,"Vortioxetine Hydrobromide",594,9434.2
SC,45,"29203",Trintellix,"Vortioxetine Hydrobromide",2730,36981.15
NC,37,"28260",Trintellix,"Vortioxetine Hydrobromide",1110,14263.15
TN,47,"38375",Trintellix,"Vortioxetine Hydrobromide",960,13300.89
CA,06,"93923",Trintellix,"Vortioxetine Hydrobromide",1688,23494.85
CA,06,"92506",Trintellix,"Vortioxetine Hydrobromide",480,6475.5
HI,15,"96766",Trintellix,"Vortioxetine Hydrobromide",2220,29392.01
OK,40,"74136",Trintellix,"Vortioxetine Hydrobromide",1005,14650.36
PA,42,"18704",Trintellix,"Vortioxetine Hydrobromide",724,10377.87
PA,42,"19124",Trintellix,"Vortioxetine Hydrobromide",690,9724.18
CA,06,"91361",Trintellix,"Vortioxetine Hydrobromide",690,8934.12
NY,36,"10038",Trintellix,"Vortioxetine Hydrobromide",360,4701.07
CA,06,"90230",Trintellix,"Vortioxetine Hydrobromide",330,4345.55
TX,48,"77979",Trintellix,"Vortioxetine Hydrobromide",1475,20802.59
KY,21,"40511",Trintellix,"Vortioxetine Hydrobromide",824,11480.57
LA,22,"71315",Trintellix,"Vortioxetine Hydrobromide",840,11276.39
MA,25,"01504",Trintellix,"Vortioxetine Hydrobromide",420,5794.28
CA,06,"94596",Trintellix,"Vortioxetine Hydrobromide",2904,39431.96
NY,36,"11230",Trintellix,"Vortioxetine Hydrobromide",1560,21491.65
GA,13,"30322",Trintellix,"Vortioxetine Hydrobromide",360,4761.6
TX,48,"78215",Trintellix,"Vortioxetine Hydrobromide",420,5846.4
IA,19,"51106",Trintellix,"Vortioxetine Hydrobromide",2962,41324.98
MA,25,"01810",Trintellix,"Vortioxetine Hydrobromide",660,9248.2
CA,06,"90025",Trintellix,"Vortioxetine Hydrobromide",2500,34673.68
MA,25,"01106",Trintellix,"Vortioxetine Hydrobromide",420,5942.48
IN,18,"47737",Trintellix,"Vortioxetine Hydrobromide",330,4628.23
TX,48,"78240",Trintellix,"Vortioxetine Hydrobromide",420,5194.46
MI,26,"48911",Trintellix,"Vortioxetine Hydrobromide",540,7106.74
PA,42,"19118",Trintellix,"Vortioxetine Hydrobromide",690,9720.65
PA,42,"19141",Trintellix,"Vortioxetine Hydrobromide",810,12220.37
MA,25,"01776",Trintellix,"Vortioxetine Hydrobromide",990,12216.73
CA,06,"94002",Trintellix,"Vortioxetine Hydrobromide",660,9492
MS,28,"39110",Trintellix,"Vortioxetine Hydrobromide",360,4899.25
MA,25,"02111",Trintellix,"Vortioxetine Hydrobromide",360,5061.74
TX,48,"77418",Trintellix,"Vortioxetine Hydrobromide",1080,14699.18
IA,19,"52807",Trintellix,"Vortioxetine Hydrobromide",630,8741.56
IN,18,"46250",Trintellix,"Vortioxetine Hydrobromide",1920,26261.14
MI,26,"48099",Trintellix,"Vortioxetine Hydrobromide",939,12248.7
MI,26,"48323",Trintellix,"Vortioxetine Hydrobromide",510,6480.11
LA,22,"70508",Trintellix,"Vortioxetine Hydrobromide",690,9047.35
SC,45,"29303",Trintellix,"Vortioxetine Hydrobromide",540,7209.88
MA,25,"02114",Trintellix,"Vortioxetine Hydrobromide",450,6418.53
NY,36,"11790",Trintellix,"Vortioxetine Hydrobromide",330,4376.94
GA,13,"31904",Trintellix,"Vortioxetine Hydrobromide",360,5076.72
TX,48,"75231",Trintellix,"Vortioxetine Hydrobromide",330,9150.68
AR,05,"72143",Trintellix,"Vortioxetine Hydrobromide",450,6370.95
LA,22,"71342",Trintellix,"Vortioxetine Hydrobromide",840,11420.22
ME,23,"04011",Trintellix,"Vortioxetine Hydrobromide",1964,26843.07
CA,06,"90807",Trintellix,"Vortioxetine Hydrobromide",990,13234.97
CA,06,"94143",Trintellix,"Vortioxetine Hydrobromide",360,5692.87
VA,51,"22201",Trintellix,"Vortioxetine Hydrobromide",330,4537.72
FL,12,"32459",Trintellix,"Vortioxetine Hydrobromide",2296,33855.53
TN,47,"37921",Trintellix,"Vortioxetine Hydrobromide",540,7501.73
AL,01,"35611",Trintellix,"Vortioxetine Hydrobromide",840,20570.09
AZ,04,"85302",Trintellix,"Vortioxetine Hydrobromide",638,8935.21
MS,28,"36693",Trintellix,"Vortioxetine Hydrobromide",990,13915.28
FL,12,"28305",Trintellix,"Vortioxetine Hydrobromide",1600,22430.84
OR,41,"97470",Trintellix,"Vortioxetine Hydrobromide",366,4779.01
OH,39,"43023",Trintellix,"Vortioxetine Hydrobromide",390,5112.64
MN,27,"56560",Trintellix,"Vortioxetine Hydrobromide",1200,21362.67
AR,05,"72653",Trintellix,"Vortioxetine Hydrobromide",330,4680.15
MI,26,"48145",Trintellix,"Vortioxetine Hydrobromide",2318,31493.72
TX,48,"75601",Trintellix,"Vortioxetine Hydrobromide",2376,32600.81
NH,33,"03062",Trintellix,"Vortioxetine Hydrobromide",780,18190.98
CA,06,"91746",Trintellix,"Vortioxetine Hydrobromide",480,6686.59
CA,06,"95355",Trintellix,"Vortioxetine Hydrobromide",3419,49481.01
IL,17,"60674",Trintellix,"Vortioxetine Hydrobromide",1108,15254.56
OH,39,"44060",Trintellix,"Vortioxetine Hydrobromide",360,4961.68
NJ,34,"07006",Trintellix,"Vortioxetine Hydrobromide",360,4765.44
NC,37,"28315",Trintellix,"Vortioxetine Hydrobromide",1230,20371.72
FL,12,"33966",Trintellix,"Vortioxetine Hydrobromide",6586,91992.65
TX,48,"76040",Trintellix,"Vortioxetine Hydrobromide",1124,15245.11
NM,35,"88008",Trintellix,"Vortioxetine Hydrobromide",285,3982.03
MI,26,"48659",Trintellix,"Vortioxetine Hydrobromide",2621,35844.45
MS,28,"39648",Trintellix,"Vortioxetine Hydrobromide",2096,29406.64
NE,31,"68349",Trintellix,"Vortioxetine Hydrobromide",930,13156.06
MA,25,"01453",Trintellix,"Vortioxetine Hydrobromide",750,10441.5
FL,12,"32839",Trintellix,"Vortioxetine Hydrobromide",450,6292.76
ID,16,"83301",Trintellix,"Vortioxetine Hydrobromide",332,4771.28
OH,39,"45342",Trintellix,"Vortioxetine Hydrobromide",360,4870.82
MI,26,"49503",Trintellix,"Vortioxetine Hydrobromide",366,4735.62
TX,48,"77459",Trintellix,"Vortioxetine Hydrobromide",450,5978.69
CO,08,"80260",Trintellix,"Vortioxetine Hydrobromide",330,4536
MD,24,"21122",Trintellix,"Vortioxetine Hydrobromide",690,9720.34
AL,01,"35473",Trintellix,"Vortioxetine Hydrobromide",690,9614.69
FL,12,"33813",Trintellix,"Vortioxetine Hydrobromide",592,13471.84
ID,16,"83661",Trintellix,"Vortioxetine Hydrobromide",630,8315.22
CT,09,"06320",Trintellix,"Vortioxetine Hydrobromide",1215,16852.81
MA,25,"02241",Trintellix,"Vortioxetine Hydrobromide",330,4618.11
TX,48,"77043",Trintellix,"Vortioxetine Hydrobromide",930,11995.25
IL,17,"62040",Trintellix,"Vortioxetine Hydrobromide",690,9659.47
MO,29,"63501",Trintellix,"Vortioxetine Hydrobromide",900,11520.26
NM,35,"88001",Trintellix,"Vortioxetine Hydrobromide",480,6480.64
VA,51,"24314",Trintellix,"Vortioxetine Hydrobromide",1200,16135.04
TN,47,"37068",Trintellix,"Vortioxetine Hydrobromide",2130,28122.17
KS,20,"66206",Trintellix,"Vortioxetine Hydrobromide",3645,50200.42
AL,01,"35246",Trintellix,"Vortioxetine Hydrobromide",960,12659.56
LA,22,"71301",Trintellix,"Vortioxetine Hydrobromide",390,5116.42
TN,47,"38302",Trintellix,"Vortioxetine Hydrobromide",510,6909.88
WI,55,"54956",Trintellix,"Vortioxetine Hydrobromide",681,10376.88
FL,12,"32225",Trintellix,"Vortioxetine Hydrobromide",2391,32629.41
LA,22,"70808",Trintellix,"Vortioxetine Hydrobromide",1200,16689.42
FL,12,"33157",Trintellix,"Vortioxetine Hydrobromide",380,5447.11
NY,36,"13088",Trintellix,"Vortioxetine Hydrobromide",330,4600.64
NC,37,"27573",Trintellix,"Vortioxetine Hydrobromide",420,6006.68
MO,29,"63304",Trintellix,"Vortioxetine Hydrobromide",2730,39230.72
LA,22,"70816",Trintellix,"Vortioxetine Hydrobromide",210,2942.08
LA,22,"71485",Trintellix,"Vortioxetine Hydrobromide",1172,16528.21
CA,06,"92648",Trintellix,"Vortioxetine Hydrobromide",337,4757.09
NC,37,"27048",Trintellix,"Vortioxetine Hydrobromide",360,5061.74
FL,12,"34667",Trintellix,"Vortioxetine Hydrobromide",420,5813.36
IL,17,"60035",Trintellix,"Vortioxetine Hydrobromide",2910,41161.68
NY,36,"11355",Trintellix,"Vortioxetine Hydrobromide",2370,32621.56
NY,36,"11235",Trintellix,"Vortioxetine Hydrobromide",840,11689.51
SC,45,"28260",Trintellix,"Vortioxetine Hydrobromide",360,4993.68
MA,25,"02141",Trintellix,"Vortioxetine Hydrobromide",420,5639.9
CA,06,"94115",Trintellix,"Vortioxetine Hydrobromide",360,4993.68
OH,39,"45434",Trintellix,"Vortioxetine Hydrobromide",600,8335.05
SC,45,"29501",Trintellix,"Vortioxetine Hydrobromide",360,5062.34
IA,19,"50265",Trintellix,"Vortioxetine Hydrobromide",1967,31660.28
CA,06,"92109",Trintellix,"Vortioxetine Hydrobromide",168,2430.36
OK,40,"74437",Trintellix,"Vortioxetine Hydrobromide",690,9536.62
TN,47,"38119",Trintellix,"Vortioxetine Hydrobromide",390,6233.39
AL,01,"35205",Trintellix,"Vortioxetine Hydrobromide",390,5249.15
MO,29,"65265",Trintellix,"Vortioxetine Hydrobromide",4938,70132.13
IA,19,"54601",Trintellix,"Vortioxetine Hydrobromide",3524,48720.81
MN,27,"55426",Trintellix,"Vortioxetine Hydrobromide",870,12147.89
MI,26,"49707",Trintellix,"Vortioxetine Hydrobromide",630,9815.86
AL,01,"36604",Trintellix,"Vortioxetine Hydrobromide",330,4407.7
PA,42,"18901",Trintellix,"Vortioxetine Hydrobromide",480,6317.78
CA,06,"93291",Trintellix,"Vortioxetine Hydrobromide",2370,31316.12
FL,12,"34232",Trintellix,"Vortioxetine Hydrobromide",1530,20867.48
GA,13,"29621",Trintellix,"Vortioxetine Hydrobromide",2280,33699.74
NY,36,"14221",Trintellix,"Vortioxetine Hydrobromide",390,5366.72
FL,12,"34684",Trintellix,"Vortioxetine Hydrobromide",870,11191.03
MI,26,"49058",Trintellix,"Vortioxetine Hydrobromide",600,7971.95
SC,45,"29078",Trintellix,"Vortioxetine Hydrobromide",695,9704.65
MA,25,"01201",Trintellix,"Vortioxetine Hydrobromide",360,5110.92
AL,01,"35603",Trintellix,"Vortioxetine Hydrobromide",360,4993.68
NC,37,"28387",Trintellix,"Vortioxetine Hydrobromide",1260,17507.42
KY,21,"40201",Trintellix,"Vortioxetine Hydrobromide",570,8029.06
NE,31,"68526",Trintellix,"Vortioxetine Hydrobromide",491,6813.31
