state,state_fips,zip_code,brnd_name,gnrc_name,totl_day_sply,totl_drg_cost
VA,51,"23114",Trintellix,"Vortioxetine Hydrobromide",360,5006.52
FL,12,"32259",Trintellix,"Vortioxetine Hydrobromide",390,5172.57
CA,06,"91776",Trintellix,"Vortioxetine Hydrobromide",360,5061.74
OH,39,"45229",Trintellix,"Vortioxetine Hydrobromide",644,8855.26
NC,37,"28078",Trintellix,"Vortioxetine Hydrobromide",900,12505.53
CO,08,"80033",Trintellix,"Vortioxetine Hydrobromide",570,8054.18
MT,30,"59501",Trintellix,"Vortioxetine Hydrobromide",360,5118.82
GA,13,"30338",Trintellix,"Vortioxetine Hydrobromide",630,8783.24
OH,39,"45263",Trintellix,"Vortioxetine Hydrobromide",360,6058.4
WA,53,"99204",Trintellix,"Vortioxetine Hydrobromide",934,12427.44
NC,37,"28304",Trintellix,"Vortioxetine Hydrobromide",330,4625.44
CT,09,"06106",Trintellix,"Vortioxetine Hydrobromide",360,4738.29
FL,12,"32940",Trintellix,"Vortioxetine Hydrobromide",1170,14487.38
MD,24,"21740",Trintellix,"Vortioxetine Hydrobromide",184,2648.2
NY,36,"11432",Trintellix,"Vortioxetine Hydrobromide",294,4253.13
WI,55,"54937",Trintellix,"Vortioxetine Hydrobromide",546,7556.09
FL,12,"33706",Trintellix,"Vortioxetine Hydrobromide",5197,72638.14
SC,45,"29009",Trintellix,"Vortioxetine Hydrobromide",330,4610.54
WA,53,"83712",Trintellix,"Vortioxetine Hydrobromide",510,6809.06
MT,30,"59802",Trintellix,"Vortioxetine Hydrobromide",524,7117.18
MA,25,"02021",Trintellix,"Vortioxetine Hydrobromide",330,4618.11
IL,17,"62711",Trintellix,"Vortioxetine Hydrobromide",720,10110.7
KY,21,"40517",Trintellix,"Vortioxetine Hydrobromide",1650,19736.17
IN,18,"46582",Trintellix,"Vortioxetine Hydrobromide",600,8134.17
TX,48,"79103",Trintellix,"Vortioxetine Hydrobromide",450,6344.74
MD,24,"20737",Trintellix,"Vortioxetine Hydrobromide",690,9385.85
SC,45,"29601",Trintellix,"Vortioxetine Hydrobromide",450,6213.59
FL,12,"33140",Trintellix,"Vortioxetine Hydrobromide",960,12742.04
OH,39,"44125",Trintellix,"Vortioxetine Hydrobromide",540,7179.78
NE,31,"68526",Trintellix,"Vortioxetine Hydrobromide",389,5298.45
SC,45,"29303",Trintellix,"Vortioxetine Hydrobromide",480,6755.7
SD,46,"57028",Trintellix,"Vortioxetine Hydrobromide",347,4879.94
AZ,04,"85027",Trintellix,"Vortioxetine Hydrobromide",570,7944.36
VT,50,"23185",Trintellix,"Vortioxetine Hydrobromide",1250,17486.22
KS,20,"67214",Trintellix,"Vortioxetine Hydrobromide",373,5189.37
MI,26,"48360",Trintellix,"Vortioxetine Hydrobromide",780,10453.28
AL,01,"35055",Trintellix,"Vortioxetine Hydrobromide",720,10017.68
KS,20,"67214",Trintellix,"Vortioxetine Hydrobromide",295,5931.18
OH,39,"44663",Trintellix,"Vortioxetine Hydrobromide",1418,20616.04
CO,08,"80204",Trintellix,"Vortioxetine Hydrobromide",1089,15925.33
TX,48,"76104",Trintellix,"Vortioxetine Hydrobromide",360,4748.4
IN,18,"46250",Trintellix,"Vortioxetine Hydrobromide",870,12070.56
MO,29,"65560",Trintellix,"Vortioxetine Hydrobromide",378,5322.74
PA,42,"15212",Trintellix,"Vortioxetine Hydrobromide",510,7087.9
FL,12,"33733",Trintellix,"Vortioxetine Hydrobromide",360,4780.32
IN,18,"47130",Trintellix,"Vortioxetine Hydrobromide",720,9626.42
MI,26,"49746",Trintellix,"Vortioxetine Hydrobromide",551,7415.01
FL,12,"34293",Trintellix,"Vortioxetine Hydrobromide",666,9453.58
FL,12,"33901",Trintellix,"Vortioxetine Hydrobromide",364,4936
MS,28,"39225",Trintellix,"Vortioxetine Hydrobromide",570,7962.08
TN,47,"37912",Trintellix,"Vortioxetine Hydrobromide",2105,29479.45
MI,26,"48876",Trintellix,"Vortioxetine Hydrobromide",480,6242.84
VT,50,"05732",Trintellix,"Vortioxetine Hydrobromide",390,5508.62
TX,48,"79410",Trintellix,"Vortioxetine Hydrobromide",360,5166.12
MA,25,"01702",Trintellix,"Vortioxetine Hydrobromide",570,7957.6
FL,12,"32601",Trintellix,"Vortioxetine Hydrobromide",750,10555.58
OK,40,"74152",Trintellix,"Vortioxetine Hydrobromide",625,8752.08
WV,54,"25844",Trintellix,"Vortioxetine Hydrobromide",1144,15495.25
CT,09,"77381",Trintellix,"Vortioxetine Hydrobromide",750,10604.83
AL,01,"35120",Trintellix,"Vortioxetine Hydrobromide",427,5974.53
UT,49,"84720",Trintellix,"Vortioxetine Hydrobromide",2226,31427.96
TX,48,"78374",Trintellix,"Vortioxetine Hydrobromide",480,6696.6
OH,39,"43623",Trintellix,"Vortioxetine Hydrobromide",573,7998.88
AK,02,"99654",Trintellix,"Vortioxetine Hydrobromide",392,5542.74
MS,28,"38672",Trintellix,"Vortioxetine Hydrobromide",330,4667.46
IL,17,"62301",Trintellix,"Vortioxetine Hydrobromide",1080,14791.36
MO,29,"65212",Trintellix,"Vortioxetine Hydrobromide",557,8918.59
IN,18,"46060",Trintellix,"Vortioxetine Hydrobromide",1235,17230.63
OH,39,"45011",Trintellix,"Vortioxetine Hydrobromide",720,9786.41
FL,12,"33905",Trintellix,"Vortioxetine Hydrobromide",660,9245.06
AL,01,"35954",Trintellix,"Vortioxetine Hydrobromide",2615,36547.72
WI,55,"54701",Trintellix,"Vortioxetine Hydrobromide",1139,15900.41
SC,45,"29607",Trintellix,"Vortioxetine Hydrobromide",720,9341.54
NC,37,"27834",Trintellix,"Vortioxetine Hydrobromide",330,4869.89
OH,39,"43567",Trintellix,"Vortioxetine Hydrobromide",1476,20216.15
NY,36,"12534",Trintellix,"Vortioxetine Hydrobromide",990,17423.1
IN,18,"47706",Trintellix,"Vortioxetine Hydrobromide",1014,14217.86
OH,39,"43777",Trintellix,"Vortioxetine Hydrobromide",690,8914.71
TN,47,"38105",Trintellix,"Vortioxetine Hydrobromide",510,7175.71
MI,26,"49682",Trintellix,"Vortioxetine Hydrobromide",750,9728.53
AL,01,"35215",Trintellix,"Vortioxetine Hydrobromide",1290,17964.88
TX,48,"77074",Trintellix,"Vortioxetine Hydrobromide",1440,19577.81
TX,48,"75601",Trintellix,"Vortioxetine Hydrobromide",354,4941.38
NE,31,"68198",Trintellix,"Vortioxetine Hydrobromide",1060,14544.2
NY,36,"13606",Trintellix,"Vortioxetine Hydrobromide",328,4508.28
IL,17,"62959",Trintellix,"Vortioxetine Hydrobromide",3074,48861.49
AL,01,"36301",Trintellix,"Vortioxetine Hydrobromide",900,12607.19
AL,01,"35055",Trintellix,"Vortioxetine Hydrobromide",1560,21737.57
FL,12,"33114",Trintellix,"Vortioxetine Hydrobromide",1230,16779.1
CO,08,"80910",Trintellix,"Vortioxetine Hydrobromide",600,11743.44
FL,12,"32312",Trintellix,"Vortioxetine Hydrobromide",720,9809.07
SC,45,"29045",Trintellix,"Vortioxetine Hydrobromide",1570,21262.76
MO,29,"65205",Trintellix,"Vortioxetine Hydrobromide",982,13331.53
OH,39,"44702",Trintellix,"Vortioxetine Hydrobromide",2551,35521.73
UT,49,"84066",Trintellix,"Vortioxetine Hydrobromide",368,9826.41
NJ,34,"07724",Trintellix,"Vortioxetine Hydrobromide",450,6238.65
FL,12,"32241",Trintellix,"Vortioxetine Hydrobromide",3815,52106.61
IL,17,"60178",Trintellix,"Vortioxetine Hydrobromide",296,4385.01
FL,12,"30374",Trintellix,"Vortioxetine Hydrobromide",1056,14630.18
PA,42,"18505",Trintellix,"Vortioxetine Hydrobromide",378,5479.56
VA,51,"24370",Trintellix,"Vortioxetine Hydrobromide",420,5979.88
TN,47,"37919",Trintellix,"Vortioxetine Hydrobromide",780,10919.17
NJ,34,"08701",Trintellix,"Vortioxetine Hydrobromide",265,3734.23
NC,37,"28904",Trintellix,"Vortioxetine Hydrobromide",484,6884
CA,06,"92127",Trintellix,"Vortioxetine Hydrobromide",360,4700.66
OH,39,"44224",Trintellix,"Vortioxetine Hydrobromide",630,8466.92
FL,12,"32311",Trintellix,"Vortioxetine Hydrobromide",630,8640.49
NY,36,"10314",Trintellix,"Vortioxetine Hydrobromide",750,9712.15
KY,21,"40258",Trintellix,"Vortioxetine Hydrobromide",437,6331.83
IN,18,"47733",Trintellix,"Vortioxetine Hydrobromide",305,4695.16
IA,19,"50010",Trintellix,"Vortioxetine Hydrobromide",604,8662.95
TX,48,"76712",Trintellix,"Vortioxetine Hydrobromide",1110,18683.86
PA,42,"17043",Trintellix,"Vortioxetine Hydrobromide",480,6619.6
OH,39,"44515",Trintellix,"Vortioxetine Hydrobromide",390,5569.15
NC,37,"28120",Trintellix,"Vortioxetine Hydrobromide",570,7850.91
NC,37,"28001",Trintellix,"Vortioxetine Hydrobromide",1318,27085.42
IN,18,"46260",Trintellix,"Vortioxetine Hydrobromide",394,5222.96
MI,26,"49031",Trintellix,"Vortioxetine Hydrobromide",2009,27903.2
GA,13,"30374",Trintellix,"Vortioxetine Hydrobromide",1356,24801.58
FL,12,"33713",Trintellix,"Vortioxetine Hydrobromide",506,7046.44
OK,40,"74820",Trintellix,"Vortioxetine Hydrobromide",390,5582.33
IN,18,"60677",Trintellix,"Vortioxetine Hydrobromide",900,12074.51
FL,12,"34109",Trintellix,"Vortioxetine Hydrobromide",539,9294.68
OH,39,"43623",Trintellix,"Vortioxetine Hydrobromide",720,9409.5
KY,21,"40205",Trintellix,"Vortioxetine Hydrobromide",750,10070.26
IL,17,"60178",Trintellix,"Vortioxetine Hydrobromide",930,12453.49
AZ,04,"86322",Trintellix,"Vortioxetine Hydrobromide",330,4113.75
DE,10,"19702",Trintellix,"Vortioxetine Hydrobromide",1020,13451.79
TN,47,"37660",Trintellix,"Vortioxetine Hydrobromide",450,6317.36
LA,22,"71301",Trintellix,"Vortioxetine Hydrobromide",840,11618.42
TX,48,"78701",Trintellix,"Vortioxetine Hydrobromide",600,8271
FL,12,"32607",Trintellix,"Vortioxetine Hydrobromide",554,7583.97
CA,06,"95458",Trintellix,"Vortioxetine Hydrobromide",870,12144.94
OH,39,"44195",Trintellix,"Vortioxetine Hydrobromide",1140,16235.8
NY,36,"16441",Trintellix,"Vortioxetine Hydrobromide",570,8724.61
CT,09,"06830",Trintellix,"Vortioxetine Hydrobromide",600,8242.35
MS,28,"39216",Trintellix,"Vortioxetine Hydrobromide",990,13973.98
NJ,34,"08540",Trintellix,"Vortioxetine Hydrobromide",390,5516.57
CA,06,"94127",Trintellix,"Vortioxetine Hydrobromide",318,5702.06
TX,48,"75789",Trintellix,"Vortioxetine Hydrobromide",520,7513.94
TX,48,"76022",Trintellix,"Vortioxetine Hydrobromide",360,5076.96
MN,27,"55374",Trintellix,"Vortioxetine Hydrobromide",1530,20793.29
PR,72,"00969",Trintellix,"Vortioxetine Hydrobromide",1140,15760.84
DC,11,"20037",Trintellix,"Vortioxetine Hydrobromide",570,7465.1
FL,12,"33301",Trintellix,"Vortioxetine Hydrobromide",360,5030.42
CA,06,"90025",Trintellix,"Vortioxetine Hydrobromide",1200,15754.62
MO,29,"64735",Trintellix,"Vortioxetine Hydrobromide",745,10570.92
MO,29,"63637",Trintellix,"Vortioxetine Hydrobromide",307,4367.41
NY,36,"13790",Trintellix,"Vortioxetine Hydrobromide",379,6075.96
MI,26,"48602",Trintellix,"Vortioxetine Hydrobromide",1818,25404.56
GA,13,"31208",Trintellix,"Vortioxetine Hydrobromide",1150,17029.62
CT,09,"06824",Trintellix,"Vortioxetine Hydrobromide",2927,40167.03
NY,36,"10016",Trintellix,"Vortioxetine Hydrobromide",911,12181.38
TX,48,"77081",Trintellix,"Vortioxetine Hydrobromide",910,12431.71
MO,29,"63128",Trintellix,"Vortioxetine Hydrobromide",390,5513.45
TN,47,"37802",Trintellix,"Vortioxetine Hydrobromide",725,10326.67
WI,55,"54017",Trintellix,"Vortioxetine Hydrobromide",1491,21343.59
CA,06,"95355",Trintellix,"Vortioxetine Hydrobromide",870,12413.39
KY,21,"41240",Trintellix,"Vortioxetine Hydrobromide",1040,14022.18
PA,42,"19027",Trintellix,"Vortioxetine Hydrobromide",452,6343.97
AL,01,"35660",Trintellix,"Vortioxetine Hydrobromide",330,4697.11
MO,29,"65201",Trintellix,"Vortioxetine Hydrobromide",337,4732.47
TX,48,"77304",Trintellix,"Vortioxetine Hydrobromide",470,6289.66
TN,47,"37909",Trintellix,"Vortioxetine Hydrobromide",540,7566.83
FL,12,"33321",Trintellix,"Vortioxetine Hydrobromide",612,8450.65
NJ,34,"07508",Trintellix,"Vortioxetine Hydrobromide",510,6947.52
KS,20,"67226",Trintellix,"Vortioxetine Hydrobromide",1170,16311.2
SC,45,"29162",Trintellix,"Vortioxetine Hydrobromide",510,6872.43
KY,21,"42503",Trintellix,"Vortioxetine Hydrobromide",1530,21382.51
SC,45,"29502",Trintellix,"Vortioxetine Hydrobromide",480,13933.17
CA,06,"92659",Trintellix,"Vortioxetine Hydrobromide",360,5041.6
MI,26,"48864",Trintellix,"Vortioxetine Hydrobromide",630,8689.68
CA,06,"93257",Trintellix,"Vortioxetine Hydrobromide",720,10010.27
CA,06,"95661",Trintellix,"Vortioxetine Hydrobromide",360,4927.63
TN,47,"37421",Trintellix,"Vortioxetine Hydrobromide",1440,19329.09
NE,31,"68124",Trintellix,"Vortioxetine Hydrobromide",344,4828.71
TN,47,"63830",Trintellix,"Vortioxetine Hydrobromide",503,6982.49
CA,06,"93720",Trintellix,"Vortioxetine Hydrobromide",1170,15618.44
CA,06,"90701",Trintellix,"Vortioxetine Hydrobromide",3090,42806.05
TX,48,"75401",Trintellix,"Vortioxetine Hydrobromide",510,6884.47
CA,06,"94143",Trintellix,"Vortioxetine Hydrobromide",833,12309.19
MO,29,"63128",Trintellix,"Vortioxetine Hydrobromide",2687,38211.46
IN,18,"46617",Trintellix,"Vortioxetine Hydrobromide",3621,50346.06
LA,22,"70404",Trintellix,"Vortioxetine Hydrobromide",328,4600.61
OH,39,"45215",Trintellix,"Vortioxetine Hydrobromide",480,6626.56
VA,51,"24228",Trintellix,"Vortioxetine Hydrobromide",1117,14851.97
TN,47,"37660",Trintellix,"Vortioxetine Hydrobromide",2011,26688.5
MD,24,"20815",Trintellix,"Vortioxetine Hydrobromide",1740,22903.63
MT,30,"59802",Trintellix,"Vortioxetine Hydrobromide",330,4661.11
NC,37,"28711",Trintellix,"Vortioxetine Hydrobromide",390,5465.09
FL,12,"34240",Trintellix,"Vortioxetine Hydrobromide",2250,31074.68
NJ,34,"08840",Trintellix,"Vortioxetine Hydrobromide",600,7286.92
OH,39,"44302",Trintellix,"Vortioxetine Hydrobromide",2100,28865.92
MO,29,"63640",Trintellix,"Vortioxetine Hydrobromide",540,7258.06
CT,09,"06457",Trintellix,"Vortioxetine Hydrobromide",1170,16352.55
CT,09,"06109",Trintellix,"Vortioxetine Hydrobromide",401,5570.78
OH,39,"44106",Trintellix,"Vortioxetine Hydrobromide",600,7931.92
KY,21,"42755",Trintellix,"Vortioxetine Hydrobromide",360,5050.08
KY,21,"42303",Trintellix,"Vortioxetine Hydrobromide",1260,17384.98
GA,13,"31210",Trintellix,"Vortioxetine Hydrobromide",840,11935.6
OH,39,"44481",Trintellix,"Vortioxetine Hydrobromide",3920,54855.89
CA,06,"93711",Trintellix,"Vortioxetine Hydrobromide",1440,18904.85
MO,29,"64804",Trintellix,"Vortioxetine Hydrobromide",480,6705.71
OK,40,"73069",Trintellix,"Vortioxetine Hydrobromide",390,5173.81
IA,19,"50010",Trintellix,"Vortioxetine Hydrobromide",720,10191.1
IN,18,"46845",Trintellix,"Vortioxetine Hydrobromide",481,6789
FL,12,"33950",Trintellix,"Vortioxetine Hydrobromide",1524,20770.58
MD,24,"20852",Trintellix,"Vortioxetine Hydrobromide",450,6255.18
LA,22,"70525",Trintellix,"Vortioxetine Hydrobromide",1404,19849.58
IN,18,"47619",Trintellix,"Vortioxetine Hydrobromide",517,7199.62
MT,30,"59330",Trintellix,"Vortioxetine Hydrobromide",330,4685.01
AR,05,"72762",Trintellix,"Vortioxetine Hydrobromide",990,13293.2
TX,48,"75009",Trintellix,"Vortioxetine Hydrobromide",360,4747.2
NY,36,"11435",Trintellix,"Vortioxetine Hydrobromide",1140,16009.56
NY,36,"13088",Trintellix,"Vortioxetine Hydrobromide",1050,14131.77
WI,55,"54665",Trintellix,"Vortioxetine Hydrobromide",2146,30095
MI,26,"48302",Trintellix,"Vortioxetine Hydrobromide",1320,27298.46
NY,36,"10007",Trintellix,"Vortioxetine Hydrobromide",510,7110.29
ME,23,"13057",Trintellix,"Vortioxetine Hydrobromide",390,5451.82
ND,38,"58702",Trintellix,"Vortioxetine Hydrobromide",518,7445.7
SC,45,"29223",Trintellix,"Vortioxetine Hydrobromide",1575,20710.62
OK,40,"73107",Trintellix,"Vortioxetine Hydrobromide",2760,38377.39
CA,06,"93729",Trintellix,"Vortioxetine Hydrobromide",831,11158.86
WV,54,"26155",Trintellix,"Vortioxetine Hydrobromide",420,5957.9
MN,27,"55112",Trintellix,"Vortioxetine Hydrobromide",600,8487.77
OH,39,"43235",Trintellix,"Vortioxetine Hydrobromide",1005,13442.61
WI,55,"54455",Trintellix,"Vortioxetine Hydrobromide",360,4700.28
MN,27,"55705",Trintellix,"Vortioxetine Hydrobromide",360,4853.28
OH,39,"44515",Trintellix,"Vortioxetine Hydrobromide",485,6758.13
IN,18,"46123",Trintellix,"Vortioxetine Hydrobromide",420,5792.49
VA,51,"23226",Trintellix,"Vortioxetine Hydrobromide",600,7914.24
DE,10,"19106",Trintellix,"Vortioxetine Hydrobromide",390,5492.38
NY,36,"12401",Trintellix,"Vortioxetine Hydrobromide",543,7703.62
DE,10,"19939",Trintellix,"Vortioxetine Hydrobromide",480,6644.07
AZ,04,"85206",Trintellix,"Vortioxetine Hydrobromide",720,9832.54
MA,25,"47203",Trintellix,"Vortioxetine Hydrobromide",614,8738.57
ID,16,"83704",Trintellix,"Vortioxetine Hydrobromide",456,6049.53
IA,19,"68124",Trintellix,"Vortioxetine Hydrobromide",1032,14413.16
TX,48,"75056",Trintellix,"Vortioxetine Hydrobromide",733,10365.26
FL,12,"99508",Trintellix,"Vortioxetine Hydrobromide",1230,17144.36
IN,18,"46060",Trintellix,"Vortioxetine Hydrobromide",2160,30190.63
MI,26,"48202",Trintellix,"Vortioxetine Hydrobromide",330,4532.16
AZ,04,"85012",Trintellix,"Vortioxetine Hydrobromide",750,10089.74
NH,33,"03301",Trintellix,"Vortioxetine Hydrobromide",310,4328.51
CT,09,"06082",Trintellix,"Vortioxetine Hydrobromide",870,12171.62
VA,51,"23227",Trintellix,"Vortioxetine Hydrobromide",330,4577.54
TX,48,"77954",Trintellix,"Vortioxetine Hydrobromide",600,8524.8
MA,25,"02747",Trintellix,"Vortioxetine Hydrobromide",360,5018.88
OH,39,"44705",Trintellix,"Vortioxetine Hydrobromide",743,10558.07
CA,06,"92630",Trintellix,"Vortioxetine Hydrobromide",960,13316.91
OH,39,"43952",Trintellix,"Vortioxetine Hydrobromide",525,7019.03
MD,24,"21264",Trintellix,"Vortioxetine Hydrobromide",840,13008.01
KY,21,"42066",Trintellix,"Vortioxetine Hydrobromide",1819,27877.56
MA,25,"01923",Trintellix,"Vortioxetine Hydrobromide",2034,27563.49
TX,48,"75243",Trintellix,"Vortioxetine Hydrobromide",1300,28057.57
GA,13,"30030",Trintellix,"Vortioxetine Hydrobromide",5656,77547.56
NC,37,"28309",Trintellix,"Vortioxetine Hydrobromide",330,4636.2
SC,45,"29646",Trintellix,"Vortioxetine Hydrobromide",480,6713.12
CA,06,"91205",Trintellix,"Vortioxetine Hydrobromide",660,8947.18
SC,45,"29116",Trintellix,"Vortioxetine Hydrobromide",690,8978.53
TX,48,"79902",Trintellix,"Vortioxetine Hydrobromide",990,13628.41
VA,51,"24740",Trintellix,"Vortioxetine Hydrobromide",2158,29634.52
IN,18,"46256",Trintellix,"Vortioxetine Hydrobromide",960,13331.93
NC,37,"27985",Trintellix,"Vortioxetine Hydrobromide",390,5428.56
KS,20,"66206",Trintellix,"Vortioxetine Hydrobromide",1745,20163.48
OH,39,"44094",Trintellix,"Vortioxetine Hydrobromide",1683,21623.24
AR,05,"72501",Trintellix,"Vortioxetine Hydrobromide",610,8613.17
LA,22,"71303",Trintellix,"Vortioxetine Hydrobromide",360,4940.31
WV,54,"25309",Trintellix,"Vortioxetine Hydrobromide",592,8475.35
NJ,34,"08820",Trintellix,"Vortioxetine Hydrobromide",900,12184.31
NC,37,"27203",Trintellix,"Vortioxetine Hydrobromide",450,6391.1
CA,06,"92808",Trintellix,"Vortioxetine Hydrobromide",390,5209.16
KS,20,"66206",Trintellix,"Vortioxetine Hydrobromide",750,10460.87
FL,12,"33178",Trintellix,"Vortioxetine Hydrobromide",480,6696.9
NC,37,"28398",Trintellix,"Vortioxetine Hydrobromide",900,12588.35
PR,72,"00924",Trintellix,"Vortioxetine Hydrobromide",480,6566.33
TN,47,"37203",Trintellix,"Vortioxetine Hydrobromide",330,4290.44
NY,36,"14618",Trintellix,"Vortioxetine Hydrobromide",360,4689.39
SC,45,"30353",Trintellix,"Vortioxetine Hydrobromide",330,4504.83
MI,26,"48503",Trintellix,"Vortioxetine Hydrobromide",390,5482.46
MS,28,"39110",Trintellix,"Vortioxetine Hydrobromide",900,14238.28
FL,12,"32809",Trintellix,"Vortioxetine Hydrobromide",1200,16504.58
PA,42,"15237",Trintellix,"Vortioxetine Hydrobromide",1500,19811.34
AZ,04,"85027",Trintellix,"Vortioxetine Hydrobromide",630,8307.43
NY,36,"12206",Trintellix,"Vortioxetine Hydrobromide",660,8892.74
FL,12,"32746",Trintellix,"Vortioxetine Hydrobromide",373,5353.1
NY,36,"11545",Trintellix,"Vortioxetine Hydrobromide",12420,169746.94
IL,17,"62626",Trintellix,"Vortioxetine Hydrobromide",155,2183.07
TX,48,"76087",Trintellix,"Vortioxetine Hydrobromide",750,10658.41
OH,39,"45044",Trintellix,"Vortioxetine Hydrobromide",510,6780
NC,37,"27262",Trintellix,"Vortioxetine Hydrobromide",780,10779.38
MS,28,"39236",Trintellix,"Vortioxetine Hydrobromide",960,13403.04
OH,39,"44504",Trintellix,"Vortioxetine Hydrobromide",360,5117.98
CA,06,"90028",Trintellix,"Vortioxetine Hydrobromide",480,6549.2
IL,17,"60674",Trintellix,"Vortioxetine Hydrobromide",1080,18797.68
CO,08,"81416",Trintellix,"Vortioxetine Hydrobromide",480,6841.48
PA,42,"15065",Trintellix,"Vortioxetine Hydrobromide",1500,26130.51
MD,24,"21754",Trintellix,"Vortioxetine Hydrobromide",690,8790.76
CA,06,"92251",Trintellix,"Vortioxetine Hydrobromide",960,13235.42
IN,18,"47172",Trintellix,"Vortioxetine Hydrobromide",210,3081.06
MI,26,"49660",Trintellix,"Vortioxetine Hydrobromide",840,10841.92
CA,06,"90048",Trintellix,"Vortioxetine Hydrobromide",2940,40729.78
IN,18,"46219",Trintellix,"Vortioxetine Hydrobromide",1158,12841.38
VT,50,"05701",Trintellix,"Vortioxetine Hydrobromide",394,5481.19
IA,19,"68164",Trintellix,"Vortioxetine Hydrobromide",590,8064.48
UT,49,"84127",Trintellix,"Vortioxetine Hydrobromide",1020,13653.46
IN,18,"46527",Trintellix,"Vortioxetine Hydrobromide",690,9816.97
AL,01,"36535",Trintellix,"Vortioxetine Hydrobromide",330,4698.82
AZ,04,"85258",Trintellix,"Vortioxetine Hydrobromide",390,5391.25
IL,17,"60048",Trintellix,"Vortioxetine Hydrobromide",1350,33718.46
CT,09,"06492",Trintellix,"Vortioxetine Hydrobromide",1816,25114.26
TX,48,"79602",Trintellix,"Vortioxetine Hydrobromide",1110,15064.75
MI,26,"48901",Trintellix,"Vortioxetine Hydrobromide",510,6978.5
TX,48,"75087",Trintellix,"Vortioxetine Hydrobromide",870,12196.53
SC,45,"29631",Trintellix,"Vortioxetine Hydrobromide",1260,19074.5
VA,51,"23507",Trintellix,"Vortioxetine Hydrobromide",330,4491.08
WI,55,"53213",Trintellix,"Vortioxetine Hydrobromide",664,9455.85
AL,01,"36587",Trintellix,"Vortioxetine Hydrobromide",1484,21034.05
WI,55,"53204",Trintellix,"Vortioxetine Hydrobromide",1050,14434.11
WI,55,"53097",Trintellix,"Vortioxetine Hydrobromide",510,11593.1
TX,48,"75061",Trintellix,"Vortioxetine Hydrobromide",360,5006.52
NY,36,"10021",Trintellix,"Vortioxetine Hydrobromide",1260,16892.13
MT,30,"59501",Trintellix,"Vortioxetine Hydrobromide",350,4808.18
IL,17,"60638",Trintellix,"Vortioxetine Hydrobromide",690,9604.79
NY,36,"10583",Trintellix,"Vortioxetine Hydrobromide",294,4412.52
UT,49,"84010",Trintellix,"Vortioxetine Hydrobromide",360,4766.4
IN,18,"46123",Trintellix,"Vortioxetine Hydrobromide",600,6384.44
NC,37,"28117",Trintellix,"Vortioxetine Hydrobromide",2650,39675.57
MO,29,"64118",Trintellix,"Vortioxetine Hydrobromide",360,4963.44
NY,36,"13502",Trintellix,"Vortioxetine Hydrobromide",750,9930.97
CA,06,"95240",Trintellix,"Vortioxetine Hydrobromide",840,10992.8
TN,47,"37215",Trintellix,"Vortioxetine Hydrobromide",2310,39210.21
NC,37,"27577",Trintellix,"Vortioxetine Hydrobromide",330,4589.31
PA,42,"18104",Trintellix,"Vortioxetine Hydrobromide",1545,22457.2
TX,48,"77401",Trintellix,"Vortioxetine Hydrobromide",852,11855.92
TX,48,"78746",Trintellix,"Vortioxetine Hydrobromide",840,11562.77
CA,06,"91740",Trintellix,"Vortioxetine Hydrobromide",720,9778.95
NJ,34,"07052",Trintellix,"Vortioxetine Hydrobromide",420,6604.89
MO,29,"63703",Trintellix,"Vortioxetine Hydrobromide",3303,45995.78
MO,29,"63080",Trintellix,"Vortioxetine Hydrobromide",417,5922.03
NE,31,"68848",Trintellix,"Vortioxetine Hydrobromide",1050,14504.68
CA,06,"90012",Trintellix,"Vortioxetine Hydrobromide",360,5024.29
KS,20,"66062",Trintellix,"Vortioxetine Hydrobromide",330,4735.61
CA,06,"34232",Trintellix,"Vortioxetine Hydrobromide",360,4985.59
NY,36,"14221",Trintellix,"Vortioxetine Hydrobromide",385,5116.67
GA,13,"30306",Trintellix,"Vortioxetine Hydrobromide",630,8755.3
NY,36,"21204",Trintellix,"Vortioxetine Hydrobromide",1083,14445.04
NY,36,"14020",Trintellix,"Vortioxetine Hydrobromide",2700,36564.09
MI,26,"48843",Trintellix,"Vortioxetine Hydrobromide",2684,35079.46
NY,36,"11772",Trintellix,"Vortioxetine Hydrobromide",360,5123.05
TX,48,"75284",Trintellix,"Vortioxetine Hydrobromide",1890,25658.14
MI,26,"49740",Trintellix,"Vortioxetine Hydrobromide",840,11650.6
FL,12,"32806",Trintellix,"Vortioxetine Hydrobromide",491,6430.44
FL,12,"32794",Trintellix,"Vortioxetine Hydrobromide",990,13917.54
WI,55,"53140",Trintellix,"Vortioxetine Hydrobromide",858,11544.57
NV,32,"19355",Trintellix,"Vortioxetine Hydrobromide",1740,23609.78
WI,55,"54751",Trintellix,"Vortioxetine Hydrobromide",1794,25091.5
MD,24,"20852",Trintellix,"Vortioxetine Hydrobromide",334,4762.28
NY,36,"13202",Trintellix,"Vortioxetine Hydrobromide",1307,17965.79
TX,48,"78240",Trintellix,"Vortioxetine Hydrobromide",4710,64082.28
CA,06,"94403",Trintellix,"Vortioxetine Hydrobromide",868,13174.71
CA,06,"95670",Trintellix,"Vortioxetine Hydrobromide",390,5284.42
OR,41,"97282",Trintellix,"Vortioxetine Hydrobromide",837,10929.91
HI,15,"96734",Trintellix,"Vortioxetine Hydrobromide",1020,13866.55
