brnd_name,brnd_total_days,brnd_total_cost,brnd_avg_cost,gen_name,gen_total_day,gen_total_cost,gen_avg_cost
Ambien,405978.0,8033109.85,19.79,Zolpidem Tartrate,253011378.0,57198581.38,0.23
