brnd_name,brnd_total_days,brnd_total_cost,brnd_avg_cost,gen_name,gen_total_day,gen_total_cost,gen_avg_cost
Lipitor,1263662.0,16275801.27,12.88,Atorvastatin Calcium,3997638714.0,829731171.69,0.21
