brnd_name,brnd_total_days,brnd_total_cost,brnd_avg_cost,gen_name,gen_total_day,gen_total_cost,gen_avg_cost
Zoloft,210104.0,3448043.17,16.41,Sertraline Hcl,681923282.0,144173469.34,0.21
