zipcode,brnd_name,brnd_total_days,brnd_total_cost,brnd_avg_cost,gen_name,gen_total_day,gen_total_cost,gen_avg_cost,percent_brand,lat,lon
92648,Ambien,0,0,N/A,Zolpidem Tartrate,37752.0,7303.95,0.19,0.0,33.673468,-118.00243
69361,Ambien,0,0,N/A,Zolpidem Tartrate,22359.0,4586.43,0.21,0.0,41.885553,-103.65241
10604,Ambien,0,0,N/A,Zolpidem Tartrate,54064.0,14123.45,0.26,0.0,41.045387,-73.74451
86001,Ambien,0,0,N/A,Zolpidem Tartrate,81541.0,16950.42,0.21,0.0,35.279872,-111.72256
00918,Ambien,0,0,N/A,Zolpidem Tartrate,87096.0,16615.39,0.19,0.0,18.417668,-66.06494
08822,Ambien,330.0,6106.13,18.5,Zolpidem Tartrate,51156.0,13536.03,0.26,0.00641,40.515645,-74.85319
75701,Ambien,0,0,N/A,Zolpidem Tartrate,144186.0,29452.41,0.2,0.0,32.325214,-95.29467
07630,Ambien,480.0,8726.96,18.18,Zolpidem Tartrate,37356.0,9723.29,0.26,0.012686,40.97514,-74.02725
32610,Ambien,0,0,N/A,Zolpidem Tartrate,25204.0,5142.11,0.2,0.0,29.681312,-82.353862
27707,Ambien,0,0,N/A,Zolpidem Tartrate,47507.0,11133.72,0.23,0.0,35.963994,-78.93602
35202,Ambien,360.0,6592.8,18.31,Zolpidem Tartrate,28485.0,5704.95,0.2,0.01248,33.544622,-86.929208
70506,Ambien,0,0,N/A,Zolpidem Tartrate,79365.0,16750.84,0.21,0.0,30.211901,-92.05912
75246,Ambien,0,0,N/A,Zolpidem Tartrate,112993.0,26262.1,0.23,0.0,32.791878,-96.77365
19129,Ambien,0,0,N/A,Zolpidem Tartrate,26462.0,4049.94,0.15,0.0,40.011562,-75.1839
07039,Ambien,360.0,6490.68,18.03,Zolpidem Tartrate,61001.0,13785.19,0.23,0.005867,40.788733,-74.32134
28601,Ambien,0,0,N/A,Zolpidem Tartrate,107434.0,25826.73,0.24,0.0,35.759932,-81.33012
11733,Ambien,0,0,N/A,Zolpidem Tartrate,35310.0,7093.19,0.2,0.0,40.932053,-73.10666
71913,Ambien,0,0,N/A,Zolpidem Tartrate,111711.0,25781.52,0.23,0.0,34.47056,-93.08805
11501,Ambien,0,0,N/A,Zolpidem Tartrate,44688.0,11860.29,0.27,0.0,40.747188,-73.63808
37922,Ambien,0,0,N/A,Zolpidem Tartrate,51390.0,13785.67,0.27,0.0,35.875925,-84.12608
85634,Ambien,0,0,N/A,Zolpidem Tartrate,330.0,36.4,0.11,0.0,31.998543,-111.93712
77024,Ambien,0,0,N/A,Zolpidem Tartrate,205258.0,56565.74,0.28,0.0,29.773994,-95.51771
79412,Ambien,0,0,N/A,Zolpidem Tartrate,2934.0,756.32,0.26,0.0,33.549135,-101.85846
70503,Ambien,0,0,N/A,Zolpidem Tartrate,71284.0,12975.78,0.18,0.0,30.185867000000002,-92.04706
33762,Ambien,0,0,N/A,Zolpidem Tartrate,13680.0,3798.37,0.28,0.0,27.883118,-82.68389
78216,Ambien,420.0,8194.43,19.51,Zolpidem Tartrate,31758.0,5836.28,0.18,0.013052,29.528515,-98.49219
73013,Ambien,390.0,6633.24,17.01,Zolpidem Tartrate,70798.0,21660.39,0.31,0.005478,35.623805,-97.47909
03431,Ambien,0,0,N/A,Zolpidem Tartrate,44283.0,13370.36,0.3,0.0,42.946418,-72.28616
99508,Ambien,360.0,6569.76,18.25,Zolpidem Tartrate,75249.0,20214.84,0.27,0.004761,61.203953,-149.8144
98201,Ambien,0,0,N/A,Zolpidem Tartrate,22739.0,6066.24,0.27,0.0,47.986274,-122.20222
23320,Ambien,0,0,N/A,Zolpidem Tartrate,66136.0,16831.26,0.25,0.0,36.761698,-76.24511
50401,Ambien,0,0,N/A,Zolpidem Tartrate,65002.0,17343.16,0.27,0.0,43.153969,-93.20037
48037,Ambien,0,0,N/A,Zolpidem Tartrate,1210.0,381.43,0.32,0.0,42.567543,-83.149978
60134,Ambien,0,0,N/A,Zolpidem Tartrate,28774.0,6144.85,0.21,0.0,41.885728,-88.31957
50266,Ambien,0,0,N/A,Zolpidem Tartrate,159181.0,43892.4,0.28,0.0,41.581181,-93.78287
93704,Ambien,0,0,N/A,Zolpidem Tartrate,600.0,90.44,0.15,0.0,36.794748,-119.80097
33613,Ambien,0,0,N/A,Zolpidem Tartrate,25582.0,6506.27,0.25,0.0,28.077994,-82.44989
73142,Ambien,0,0,N/A,Zolpidem Tartrate,21846.0,4782.94,0.22,0.0,35.605785,-97.63042
44718,Ambien,0,0,N/A,Zolpidem Tartrate,34318.0,7903.57,0.23,0.0,40.850683,-81.43773
32891,Ambien,0,0,N/A,Zolpidem Tartrate,78752.0,17191.03,0.22,0.0,28.566338000000002,-81.260818
29455,Ambien,0,0,N/A,Zolpidem Tartrate,2030.0,433.89,0.21,0.0,32.717109,-80.08507
27713,Ambien,0,0,N/A,Zolpidem Tartrate,84878.0,20019.65,0.24,0.0,35.905765,-78.92113
77598,Ambien,330.0,6277.92,19.02,Zolpidem Tartrate,56408.0,10933.83,0.19,0.005816,29.539581,-95.13467
58122,Ambien,0,0,N/A,Zolpidem Tartrate,17484.0,3150.01,0.18,0.0,46.934596,-97.229718
92806,Ambien,0,0,N/A,Zolpidem Tartrate,1512.0,394.67,0.26,0.0,33.835465,-117.87362
77845,Ambien,0,0,N/A,Zolpidem Tartrate,30100.0,5772.21,0.19,0.0,30.571905,-96.29882
38120,Ambien,0,0,N/A,Zolpidem Tartrate,280997.0,50453.56,0.18,0.0,35.124818,-89.86562
34285,Ambien,0,0,N/A,Zolpidem Tartrate,34902.0,7735.0,0.22,0.0,27.091783,-82.44846
27577,Ambien,0,0,N/A,Zolpidem Tartrate,44839.0,13656.7,0.3,0.0,35.506459,-78.34446
79424,Ambien,0,0,N/A,Zolpidem Tartrate,26826.0,6605.08,0.25,0.0,33.513337,-101.93239
33484,Ambien,390.0,7093.45,18.19,Zolpidem Tartrate,125968.0,28467.15,0.23,0.003086,26.458152,-80.1356
01830,Ambien,0,0,N/A,Zolpidem Tartrate,21397.0,5591.4,0.26,0.0,42.78519,-71.07011
82331,Ambien,0,0,N/A,Zolpidem Tartrate,1313.0,388.97,0.3,0.0,41.475612,-106.75888
15010,Ambien,0,0,N/A,Zolpidem Tartrate,15547.0,5832.91,0.38,0.0,40.763899,-80.33572
95816,Ambien,0,0,N/A,Zolpidem Tartrate,22139.0,4678.6,0.21,0.0,38.571661,-121.46827
83301,Ambien,0,0,N/A,Zolpidem Tartrate,50656.0,7838.98,0.15,0.0,42.530288,-114.47509
30076,Ambien,0,0,N/A,Zolpidem Tartrate,90054.0,18553.1,0.21,0.0,34.032532,-84.31774
94305,Ambien,0,0,N/A,Zolpidem Tartrate,26800.0,7974.46,0.3,0.0,37.427039,-122.16496
94710,Ambien,0,0,N/A,Zolpidem Tartrate,6200.0,1444.16,0.23,0.0,37.869976,-122.2981
21201,Ambien,0,0,N/A,Zolpidem Tartrate,60942.0,13516.19,0.22,0.0,39.295306,-76.62118
25314,Ambien,0,0,N/A,Zolpidem Tartrate,810.0,213.06,0.26,0.0,38.335969,-81.66084
60540,Ambien,0,0,N/A,Zolpidem Tartrate,41670.0,9512.68,0.23,0.0,41.764779,-88.14579
64184,Ambien,360.0,6385.2,17.74,Zolpidem Tartrate,76151.0,20688.92,0.27,0.004705,39.035038,-94.356728
02148,Ambien,0,0,N/A,Zolpidem Tartrate,13842.0,2955.47,0.21,0.0,42.428549,-71.06059
19131,Ambien,0,0,N/A,Zolpidem Tartrate,10331.0,1946.07,0.19,0.0,39.981112,-75.22486
17402,Ambien,390.0,6969.45,17.87,Zolpidem Tartrate,238942.0,54151.18,0.23,0.00163,39.976898,-76.67785
96815,Ambien,0,0,N/A,Zolpidem Tartrate,5645.0,1368.69,0.24,0.0,21.2782,-157.82199
49009,Ambien,0,0,N/A,Zolpidem Tartrate,67965.0,14769.67,0.22,0.0,42.272538,-85.69255
34734,Ambien,0,0,N/A,Zolpidem Tartrate,2954.0,669.01,0.23,0.0,28.543429,-81.52479
48317,Ambien,0,0,N/A,Zolpidem Tartrate,19595.0,2451.11,0.13,0.0,42.639777,-83.04255
83619,Ambien,0,0,N/A,Zolpidem Tartrate,420.0,16.1,0.04,0.0,44.002031,-116.91129
79707,Ambien,0,0,N/A,Zolpidem Tartrate,12149.0,2121.03,0.17,0.0,32.021056,-102.16008
17033,Ambien,0,0,N/A,Zolpidem Tartrate,91963.0,21464.81,0.23,0.0,40.277923,-76.6434
75605,Ambien,600.0,18106.87,30.18,Zolpidem Tartrate,80801.0,16119.17,0.2,0.007371,32.557684,-94.74353
46322,Ambien,0,0,N/A,Zolpidem Tartrate,14383.0,3659.44,0.25,0.0,41.549851,-87.45806
35630,Ambien,0,0,N/A,Zolpidem Tartrate,128966.0,23911.91,0.19,0.0,34.817537,-87.66253
